"Name","Link","Price_AMD","Price_USD","State","City","Address","Zipcode","Photos_Count","Ranking_Category","Rank_in_Category","N_Hotels_in_Category","Review_Count","Average_Score","Excellent_Rating","Good_Rating","Average_Rating","Poor_Rating","Terrible_Rating","Certificate","Language_distribution","Provider","Free_WiFi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant"
"GN Hotel Dilijan","https://www.tripadvisor.com//Hotel_Review-g1160895-d8706960-Reviews-GN_Hotel_Dilijan-Dilijan_Tavush_Province.html",12000,25,"Tavush Province","Dilijan","Sovetner street 21","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Gohar's Guest House","https://www.tripadvisor.com//Hotel_Review-g2135874-d2172385-Reviews-Gohar_s_Guest_House-Yeghegnadzor_Vayots_Dzor_Province.html",37734,78,"Vayots Dzor Province","Yeghegnadzor","Spandaryan Street 44","3601",70,"B&Bs / Inns in Yeghegnadzor",2,19,51,4.5,8,2,1,0,0,0,"{'English': 31, 'French': 10, 'German': 6, 'Italian': 2, 'Russian': 1, 'Spanish': 1}","Agoda.com","1","0","1","0","0","0","0"
"Gokor B&B","https://www.tripadvisor.com//Hotel_Review-g1160895-d13810658-Reviews-Gokor_B_B-Dilijan_Tavush_Province.html",19091,39,"Tavush Province","Dilijan","Kalinini 33","3903",7,"Specialty Lodging in Dilijan",6,46,4,4.5,2,0,1,0,0,0,"{'English': 3, 'French': 1}","Booking.com","1","0","1","0","0","0","0"
"Golden Apricot","https://www.tripadvisor.com//Hotel_Review-g815353-d6840356-Reviews-Golden_Apricot-Gyumri_Shirak_Province.html",19125,39,"Shirak Province","Gyumri","Gorki 84\1","13350",30,"Hotels in Gyumri",3,7,28,3.5,9,5,1,2,1,0,"{'English': 11, 'Russian': 11, 'French': 5, 'Greek': 1}","Booking.com","1","0","1","0","0","0","0"
"Golden Eagle Guesthouse","https://www.tripadvisor.com//Hotel_Review-g293932-d3870831-Reviews-Golden_Eagle_Guesthouse-Yerevan.html",12500,26,"Yerevan","Yerevan","Sosye str. 24/2","0019",25,"B&Bs / Inns in Yerevan",32,144,10,4.5,3,0,0,0,0,0,"{'English': 3, 'Russian': 6, 'Polish': 1}","Booking.com","0","0","0","0","0","0","0"
"Golden Palace Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d13457134-Reviews-Golden_Palace_Hotel_Yerevan-Yerevan.html",74900,154,"Yerevan","Yerevan","11 Northern Avenue","0010",57,"Hotels in Yerevan",54,83,14,4,0,0,0,2,1,0,"{'English': 11, 'Russian': 2}","Expedia.com","1","0","1","0","0","0","0"
"Golden Palace Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d4092415-Reviews-Golden_Palace_Hotel-Tsakhkadzor_Kotayk_Province.html",20000,41,"Kotayk Province","Tsakhkadzor","Tandzaghbyur St. 34/1","2310",249,"Hotels in Tsakhkadzor",2,19,162,4.5,1,2,7,8,4,0,"{'Russian': 104, 'English': 50, 'German': 7, 'Hebrew': 1}","Booking.com","1","0","1","0","0","0","0"
"Golden Second Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3284430-Reviews-Golden_Second_Hotel-Yerevan.html",10190,21,"Yerevan","Yerevan","Nazarbekyan Street 15/6","0078",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Gor","https://www.tripadvisor.com//Hotel_Review-g666439-d13971088-Reviews-Gor-Goris_Syunik_Province.html",24167,50,"Syunik Province","Goris","Andranik Street 3","3201",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Goris Guest House","https://www.tripadvisor.com//Hotel_Review-g666439-d6852000-Reviews-Goris_Guest_House-Goris_Syunik_Province.html",38400,79,"Syunik Province","Goris","Mashtots Street 29","3201",0,"B&Bs / Inns in Goris",15,30,1,5,1,0,0,0,0,0,"{'English': 0, 'French': 1}","Booking.com","1","0","0","0","0","0","0"
"Goris Hotel","https://www.tripadvisor.com//Hotel_Review-g666439-d3531309-Reviews-Goris_Hotel-Goris_Syunik_Province.html",45000,93,"Syunik Province","Goris","Khorenatsi St., 53","3201",62,"B&Bs / Inns in Goris",8,30,30,3.5,6,4,5,5,0,0,"{'English': 14, 'Russian': 8, 'Italian': 2}","Booking.com","1","0","1","0","0","0","0"
"Gosh Hotel","https://www.tripadvisor.com//Hotel_Review-g1160895-d10920139-Reviews-Gosh_Hotel-Dilijan_Tavush_Province.html",6667,14,"Tavush Province","Dilijan","Selo Gosh, ul. Mxitar Gosh d. 73","3906",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Gostevoy Dom v Gorise","https://www.tripadvisor.com//Hotel_Review-g666439-d13927479-Reviews-Gostevoy_Dom_v_Gorise-Goris_Syunik_Province.html",20833,43,"Syunik Province","Goris","Getapnya Street","3202",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Gostinitsa","https://www.tripadvisor.com//Hotel_Review-g1160895-d15604681-Reviews-Gostinitsa-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Dilizhan Dprabak Dom","1310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Grammy Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d2695368-Reviews-Grammy_Hostel-Yerevan.html",23990,49,"Yerevan","Yerevan","Agayan K. str. 15","0009",41,"Specialty Lodging in Yerevan",11,300,52,4.5,8,3,1,0,0,0,"{'English': 33, 'Russian': 13, 'Polish': 2}","Booking.com","1","0","1","0","0","0","0"
"Grand Hills Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d15780015-Reviews-Grand_Hills_Hotel-Yerevan.html",12492,26,"Yerevan","Yerevan","Ovsyepyan G. str. 61","0047",39,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Grand Hostel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d6761410-Reviews-Grand_Hostel_Yerevan-Yerevan.html",12843,26,"Yerevan","Yerevan","Aigestan 10th st., 31","0001",78,"Specialty Lodging in Yerevan",15,300,69,4.5,5,5,4,1,4,0,"{'Russian': 31, 'English': 29, 'Japanese': 4}","Booking.com","1","0","1","0","0","0","0"
"Grand Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d585269-Reviews-Grand_Hotel_Yerevan-Yerevan.html",65910,136,"Yerevan","Yerevan","14 Abovian St","375010",260,"Hotels in Yerevan",5,83,385,4.5,0,3,4,1,5,1,"{'English': 186, 'Russian': 96, 'Italian': 57}","Expedia.com","1","0","0","1","0","0","0"
"Grand House Hotel","https://www.tripadvisor.com//Hotel_Review-g2711245-d15320972-Reviews-Grand_House_Hotel-Kapan_Syunik_Province.html",12492,26,"Syunik Province","Kapan","Shynararnery 6","3306",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Grand Tours Armenia","https://www.tripadvisor.com//Hotel_Review-g293932-d15584860-Reviews-Grand_Tours_Armenia-Yerevan.html",NA,NA,"Yerevan","Yerevan","Malatya Shrjanayin Dom 77 Sopstvini Dom Ftaroy Etaj","0068",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Grant Ton Hotel","https://www.tripadvisor.com//Hotel_Review-g1438527-d8673952-Reviews-Grant_Ton_Hotel-Vanadzor_Lori_Province.html",91544,188,"Lori Province","Vanadzor",NA,"1701",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","0","0","0","0","0"
"Grant Villa","https://www.tripadvisor.com//Hotel_Review-g293932-d13284143-Reviews-Grant_Villa-Yerevan.html",7990,16,"Yerevan","Yerevan","House 28 Aygyestan 9 str.","0025",6,"Specialty Lodging in Yerevan",90,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","0","0","0","0"
"Green Dilijan B&B","https://www.tripadvisor.com//Hotel_Review-g1160895-d10719060-Reviews-Green_Dilijan_B_B-Dilijan_Tavush_Province.html",22059,45,"Tavush Province","Dilijan","Ulitsa Andranika, dom 13 2 tupik","3903",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Green Gables","https://www.tripadvisor.com//Hotel_Review-g666443-d10359458-Reviews-Green_Gables-Martuni_Lake_Sevan_Gegharkunik_Province.html",NA,NA,"Gegharkunik Province","Lake Sevan","Abovyan 8","1402",7,"Specialty Lodging in Martuni",1,2,4,3.5,0,0,0,0,1,0,"{'English': 1, 'French': 1, 'Italian': 1, 'Russian': 1}","TripAdvisor","1","0","1","0","0","0","0"
"Green Garden  Guesthouse","https://www.tripadvisor.com//Hotel_Review-g1160895-d15104410-Reviews-Green_Garden_Guesthouse-Dilijan_Tavush_Province.html",21090,43,"Tavush Province","Dilijan","Getapnya St. 2","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","1","0","1","0","0","0","0"
"Green Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15128173-Reviews-Green_Hostel-Yerevan.html",12492,26,"Yerevan","Yerevan","Paronyana str. 28/1","0015",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Green House Hotel","https://www.tripadvisor.com//Hotel_Review-g1438527-d3428683-Reviews-Green_House_Hotel-Vanadzor_Lori_Province.html",7492,15,"Lori Province","Vanadzor","8, Banaki Street",NA,1,"B&Bs / Inns in Vanadzor",10,16,2,2,0,0,0,0,1,0,"{'English': 1, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"Green Palace Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3265300-Reviews-Green_Palace_Hotel-Yerevan.html",14875,31,"Yerevan","Yerevan","Myasnikyana ave 57","0025",54,"B&Bs / Inns in Yerevan",30,144,19,4.5,4,3,0,0,1,0,"{'English': 12, 'Russian': 5, 'Polish': 1}","Booking.com","1","0","1","0","0","0","0"
"Gross Hotel","https://www.tripadvisor.com//Hotel_Review-g1438527-d3152364-Reviews-Gross_Hotel-Vanadzor_Lori_Province.html",12492,26,"Lori Province","Vanadzor","1 Gr Lousavorich Str 38","2021",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"GS Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12483499-Reviews-GS_Hotel-Yerevan.html",6667,14,"Yerevan","Yerevan","Nazarbyekyan Tovmas str. 35/3","0057",10,"Specialty Lodging in Yerevan",123,300,1,4,0,1,0,0,0,0,"{'English': 1}","Expedia.com","1","0","1","0","0","0","0"
"GS House","https://www.tripadvisor.com//Hotel_Review-g293932-d12599122-Reviews-GS_House-Yerevan.html",NA,NA,"Yerevan","Yerevan","3 Badal Muradian Street","0015",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","0","0","0","0","0"
"Guest Hous Anahit","https://www.tripadvisor.com//Hotel_Review-g2708789-d6508530-Reviews-Guest_Hous_Anahit-Ijevan_Tavush_Province.html",12742,26,"Tavush Province","Ijevan","Tavrizyan 4","4001",86,"B&Bs / Inns in Ijevan",1,10,42,5,9,3,0,0,0,0,"{'English': 32, 'Russian': 8, 'French': 3}","Booking.com","1","0","1","0","0","0","0"
"Guest House 1","https://www.tripadvisor.com//Hotel_Review-g293932-d12928426-Reviews-Guest_House_1-Yerevan.html",9992,21,"Yerevan","Yerevan","7.Sayat Nova str. 23/28","0060",14,"Specialty Lodging in Yerevan",56,300,5,4.5,3,1,1,0,0,0,"{'English': 2, 'Russian': 2, 'Dutch': 1}","Booking.com","1","0","1","0","0","0","0"
"Guest House Armina","https://www.tripadvisor.com//Hotel_Review-g2135874-d13000043-Reviews-Guest_House_Armina-Yeghegnadzor_Vayots_Dzor_Province.html",3742,8,"Vayots Dzor Province","Yeghegnadzor","Avaghian dom 29 sobstviennyi dom, 2 ietazh","3601",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Guest House Arsan","https://www.tripadvisor.com//Hotel_Review-g2151208-d10796988-Reviews-Guest_House_Arsan-Tsakhkadzor_Kotayk_Province.html",24167,50,"Kotayk Province","Tsakhkadzor","Yeghishe Charents ul 22","2310",0,"B&Bs / Inns in Tsakhkadzor",5,26,4,5,4,0,0,0,0,0,"{'English': 0, 'Russian': 4}","Booking.com","1","0","1","0","0","0","0"
"Guest House at Aygestana","https://www.tripadvisor.com//Hotel_Review-g293932-d8651814-Reviews-Guest_House_at_Aygestana-Yerevan.html",10000,21,"Yerevan","Yerevan","Aygyestan 1 str. 11","0025",19,"B&Bs / Inns in Yerevan",43,144,3,5,1,0,0,0,0,0,"{'English': 1, 'French': 1, 'Russian': 1}","Booking.com","1","0","1","0","0","0","0"
"Guest House Bella","https://www.tripadvisor.com//Hotel_Review-g2435003-d13418660-Reviews-Guest_House_Bella-Areni_Vayots_Dzor_Province.html",14158,29,"Vayots Dzor Province","Areni","H40","3604",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Guest House Dompolski","https://www.tripadvisor.com//Hotel_Review-g815353-d10794057-Reviews-Guest_House_Dompolski-Gyumri_Shirak_Province.html",12309,25,"Shirak Province","Gyumri","Sevak Paruyr 11","3126",5,"B&Bs / Inns in Gyumri",14,28,1,5,1,0,0,0,0,0,"{'English': 0, 'Russian': 1}","Agoda.com","0","0","0","0","0","0","0"
"Guest House Hasmik","https://www.tripadvisor.com//Hotel_Review-g1160895-d10537517-Reviews-Guest_House_Hasmik-Dilijan_Tavush_Province.html",16644,34,"Tavush Province","Dilijan","Ulitsa Mkhitaryan D. 6","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Guest House Hospice","https://www.tripadvisor.com//Hotel_Review-g293932-d10799655-Reviews-Guest_House_Hospice-Yerevan.html",NA,NA,"Yerevan","Yerevan","Baghramyan h. 61","0033",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","1","0","0","0","0"
"Guest House in Alaverdi","https://www.tripadvisor.com//Hotel_Review-g815351-d10753046-Reviews-Guest_House_in_Alaverdi-Alaverdi_Lori_Province.html",40833,84,"Lori Province","Alaverdi","Jravazani Street 73","1707",1,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Guest House in Martuni","https://www.tripadvisor.com//Hotel_Review-g666443-d11713876-Reviews-Guest_House_in_Martuni-Martuni_Lake_Sevan_Gegharkunik_Province.html",NA,NA,"Gegharkunik Province","Lake Sevan","Chambarak ul.21 d. 6","1315",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","1","0","0","0","0"
"Guest House Khrimyan Hayrik Street 18","https://www.tripadvisor.com//Hotel_Review-g815353-d10498982-Reviews-Guest_House_Khrimyan_Hayrik_Street_18-Gyumri_Shirak_Province.html",22059,45,"Shirak Province","Gyumri","Khrimyan Hayrik Street 18","3101",0,"B&Bs / Inns in Gyumri",12,28,1,4,0,1,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","0","0","0","0"
"Guest House Komitas","https://www.tripadvisor.com//Hotel_Review-g293932-d13085144-Reviews-Guest_House_Komitas-Yerevan.html",29167,60,"Yerevan","Yerevan","Kristapor Street 61","0018",0,"B&Bs / Inns in Yerevan",56,144,1,5,1,0,0,0,0,0,"{'Russian': 1, 'English': 0}","Booking.com","1","0","1","0","0","0","0"
