"name","Provider","Price","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","link"
"Hotel Central","Booking.com","AMD 24,075","10 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d8287703-Reviews-Hotel_Central-Jermuk_Vayots_Dzor_Province.html"
"Centrale Guesthouse","Booking.com","AMD 9,575","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d10684870-Reviews-Centrale_Guesthouse-Jermuk_Vayots_Dzor_Province.html"
"Olympia Sanatorium","Booking.com","AMD 9,158","107 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d6163821-Reviews-Olympia_Sanatorium-Jermuk_Vayots_Dzor_Province.html"
"Armenia Wellness & SPA, Jermuk","Booking.com","AMD 11,242","62 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d3225974-Reviews-Armenia_Wellness_SPA_Jermuk-Jermuk_Vayots_Dzor_Province.html"
"Hotel Ani","Booking.com","AMD 16,667","8 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d5858068-Reviews-Hotel_Ani-Jermuk_Vayots_Dzor_Province.html"
"JERMUK Hotel & SPA","Booking.com","AMD 13,333","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d15755258-Reviews-JERMUK_Hotel_SPA-Jermuk_Vayots_Dzor_Province.html"
"Jermuk Moscow","Booking.com","AMD 20,833","5 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d6214517-Reviews-Jermuk_Moscow-Jermuk_Vayots_Dzor_Province.html"
"Jermuk Villa Imperial","Booking.com","AMD 15,000","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d11798446-Reviews-Jermuk_Villa_Imperial-Jermuk_Vayots_Dzor_Province.html"
"Armenia Hotel","Booking.com","AMD 9,989","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d12908060-Reviews-Armenia_Hotel-Jermuk_Vayots_Dzor_Province.html"
"Family House Jermuk","Booking.com","AMD 7,990","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d11621794-Reviews-Family_House_Jermuk-Jermuk_Vayots_Dzor_Province.html"
"Jermuk Guest House","Booking.com","AMD 9,325","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d12634755-Reviews-Jermuk_Guest_House-Jermuk_Vayots_Dzor_Province.html"
"Vayk Hotel","Booking.com","AMD 5,592","31 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711288-d6197144-Reviews-Vayk_Hotel-Vayk_Vayots_Dzor_Province.html"
"Amrots Hotel","Booking.com","AMD 11,990","16 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711288-d7593566-Reviews-Amrots_Hotel-Vayk_Vayots_Dzor_Province.html"
"Hotel Arevi","Booking.com","AMD 11,490","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g3445040-d15081340-Reviews-Hotel_Arevi-Yeghegis_Vayots_Dzor_Province.html"
"Tufenkian Avan Marak Tsapatagh","Booking.com","AMD 26,890","119 reviews","","Breakfast included","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g608454-d569487-Reviews-Tufenkian_Avan_Marak_Tsapatagh-Lake_Sevan_Gegharkunik_Province.html"
"Zangezur Hotel & Restaurant","Expedia.com","AMD 20,000","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d14416733-Reviews-Zangezur_Hotel_Restaurant-Goris_Syunik_Province.html"
"Holiday Home Hermonatun","Booking.com","AMD 6,658","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g3492272-d11774311-Reviews-Holiday_Home_Hermonatun-Hermon_Vayots_Dzor_Province.html"
"Vardananc Tun","Booking.com","AMD 14,992","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711288-d10359530-Reviews-Vardananc_Tun-Vayk_Vayots_Dzor_Province.html"
"Guest House Armina","Booking.com","AMD 3,742","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2135874-d13000043-Reviews-Guest_House_Armina-Yeghegnadzor_Vayots_Dzor_Province.html"
"Arame","Booking.com","AMD 15,833","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2135874-d13072263-Reviews-Arame-Yeghegnadzor_Vayots_Dzor_Province.html"
"Karine B&B","Booking.com","AMD 15,554","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2135874-d12441258-Reviews-Karine_B_B-Yeghegnadzor_Vayots_Dzor_Province.html"
"Gohar's Guest House","Agoda.com","AMD 37,734","51 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2135874-d2172385-Reviews-Gohar_s_Guest_House-Yeghegnadzor_Vayots_Dzor_Province.html"
"Anush Hotel","Booking.com","AMD 11,667","10 reviews","","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2708780-d6163157-Reviews-Anush_Hotel-Jermuk_Vayots_Dzor_Province.html"
"Guesthouse Imperial","Booking.com","AMD 6,658","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d10948397-Reviews-Guesthouse_Imperial-Jermuk_Vayots_Dzor_Province.html"
"WIDI Mini-Hotel","Booking.com","AMD 3,742","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d10515376-Reviews-WIDI_Mini_Hotel-Jermuk_Vayots_Dzor_Province.html"
"Evmari Hotel","Booking.com","AMD 29,167","2 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2708780-d6160322-Reviews-Evmari_Hotel-Jermuk_Vayots_Dzor_Province.html"
"Mo-Mosh","Expedia.com","AMD 15,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708780-d15225823-Reviews-Mo_Mosh-Jermuk_Vayots_Dzor_Province.html"
"Dok Hotel","Booking.com","AMD 13,325","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d6475328-Reviews-Dok_Hotel-Ijevan_Tavush_Province.html"
"Guest Hous Anahit","Booking.com","AMD 12,742","42 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d6508530-Reviews-Guest_Hous_Anahit-Ijevan_Tavush_Province.html"
"B&B Kamar","Booking.com","AMD 8,333","12 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d6420366-Reviews-B_B_Kamar-Ijevan_Tavush_Province.html"
"Mayisyan Kamurdj Hotel","Booking.com","AMD 18,333","4 reviews","Free Wifi","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d6371689-Reviews-Mayisyan_Kamurdj_Hotel-Ijevan_Tavush_Province.html"
"Hotel Mosh","Booking.com","AMD 12,500","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d7205091-Reviews-Hotel_Mosh-Ijevan_Tavush_Province.html"
"B&B Ara Geghetsik","Booking.com","AMD 6,742","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d12233173-Reviews-B_B_Ara_Geghetsik-Ijevan_Tavush_Province.html"
"B&B Edil","Booking.com","AMD 18,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d14002635-Reviews-B_B_Edil-Ijevan_Tavush_Province.html"
"Elit","Booking.com","AMD 20,742","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d14941765-Reviews-Elit-Ijevan_Tavush_Province.html"
"Getahovit Resort","Booking.com","AMD 12,492","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d16808350-Reviews-Getahovit_Resort-Ijevan_Tavush_Province.html"
"Guesthouse Old Idjevan","Booking.com","AMD 18,333","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d12700485-Reviews-Guesthouse_Old_Idjevan-Ijevan_Tavush_Province.html"
"Hotel Ojax","Booking.com","AMD 10,833","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d12825812-Reviews-Hotel_Ojax-Ijevan_Tavush_Province.html"
"Lina Guest House","Booking.com","AMD 5,825","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d12084377-Reviews-Lina_Guest_House-Ijevan_Tavush_Province.html"
"Arevatoon","Booking.com","AMD 8,333","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d12931373-Reviews-Arevatoon-Ijevan_Tavush_Province.html"
"B&B Komfort","Booking.com","AMD 18,333","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d13957370-Reviews-B_B_Komfort-Ijevan_Tavush_Province.html"
"Hotel Otevan","Booking.com","AMD 6,658","0 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2708789-d7067713-Reviews-Hotel_Otevan-Ijevan_Tavush_Province.html"
"Karimar B&B","Booking.com","AMD 9,989","0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2708789-d7059298-Reviews-Karimar_B_B-Ijevan_Tavush_Province.html"
"Mi & Max Hotel","Expedia.com","AMD 12,500","10 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2711245-d6163017-Reviews-Mi_Max_Hotel-Kapan_Syunik_Province.html"
"Fenix Complex","Booking.com","AMD 15,000","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d11705571-Reviews-Fenix_Complex-Kapan_Syunik_Province.html"
"Inn Grand House","Expedia.com","AMD 10,156","2 reviews","Free Wifi","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d10733680-Reviews-Inn_Grand_House-Kapan_Syunik_Province.html"
"Prince Hotel","Booking.com","AMD 24,367","8 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d8426044-Reviews-Prince_Hotel-Kapan_Syunik_Province.html"
"Dian Hotel","Booking.com","AMD 9,990","4 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d6475500-Reviews-Dian_Hotel-Kapan_Syunik_Province.html"
"Vanas","Booking.com","AMD 11,242","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d13120746-Reviews-Vanas-Kapan_Syunik_Province.html"
"Hayq-Hotel and Restaurant","Expedia.com","AMD 12,500","1 review","","","Free parking","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2711245-d13297874-Reviews-Hayq_Hotel_and_Restaurant-Kapan_Syunik_Province.html"
"Camping in Khustup","Booking.com","AMD 33,325","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d15458209-Reviews-Camping_in_Khustup-Kapan_Syunik_Province.html"
"Grand House Hotel","Booking.com","AMD 12,492","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d15320972-Reviews-Grand_House_Hotel-Kapan_Syunik_Province.html"
"Shikahogh Visitor Centre - Hostel","Booking.com","AMD 14,992","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d16811864-Reviews-Shikahogh_Visitor_Centre_Hostel-Kapan_Syunik_Province.html"
"Vanatur Restaurant-Hotel","Agoda.com","AMD 8,582","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d13529746-Reviews-Vanatur_Restaurant_Hotel-Kapan_Syunik_Province.html"
"ARK Armenia Kapan Eco-Camp","Booking.com","AMD 25,000","3 reviews","","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711245-d10841443-Reviews-ARK_Armenia_Kapan_Eco_Camp-Kapan_Syunik_Province.html"
"Darist Hotel","Booking.com","AMD 19,990","4 reviews","","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2711245-d3526278-Reviews-Darist_Hotel-Kapan_Syunik_Province.html"
"Lernagorts Hotel Kapan","Booking.com","AMD 12,492","7 reviews","","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2711245-d3308827-Reviews-Lernagorts_Hotel_Kapan-Kapan_Syunik_Province.html"
"Ruzanna's Bed & Breakfast","Booking.com","AMD 26,667","14 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d2085215-Reviews-Ruzanna_s_Bed_Breakfast-Stepanavan_Lori_Province.html"
"Sh Resort","Agoda.com","AMD 48,260","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d12875375-Reviews-Sh_Resort-Stepanavan_Lori_Province.html"
"Anahit Rest House","Booking.com","AMD 12,492","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d11999682-Reviews-Anahit_Rest_House-Stepanavan_Lori_Province.html"
"Armine's Guesthouse","Agoda.com","AMD 19,963","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d15608049-Reviews-Armine_s_Guesthouse-Stepanavan_Lori_Province.html"
"Lore Hotel","Expedia.com","AMD 20,750","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d12920712-Reviews-Lore_Hotel-Stepanavan_Lori_Province.html"
"Nectar Hotel","Booking.com","AMD 36,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d12486955-Reviews-Nectar_Hotel-Stepanavan_Lori_Province.html"
"Stepanavan Guest House","Expedia.com","AMD 187,500","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d2236983-Reviews-Stepanavan_Guest_House-Stepanavan_Lori_Province.html"
"Laura's Bed & Breakfast","Booking.com","AMD 40,833","3 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d1067004-Reviews-Laura_s_Bed_Breakfast-Stepanavan_Lori_Province.html"
"Anait","Booking.com","AMD 25,833","0 reviews","","","","Pool","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g1066129-d6163427-Reviews-Anait-Stepanavan_Lori_Province.html"
"Lori Berd","Booking.com","AMD 7,083","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d6160256-Reviews-Lori_Berd-Stepanavan_Lori_Province.html"
"Lori Hotel","Booking.com","AMD 12,492","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d14189971-Reviews-Lori_Hotel-Stepanavan_Lori_Province.html"
"Villa at Stepanavan","Agoda.com","AMD 99,854","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d7719761-Reviews-Villa_at_Stepanavan-Stepanavan_Lori_Province.html"
"Vahagn Resort","Booking.com","AMD 8,000","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1066129-d13980345-Reviews-Vahagn_Resort-Stepanavan_Lori_Province.html"
"Horseback Tours Farm","Booking.com","AMD 26,242","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2711288-d12501245-Reviews-Horseback_Tours_Farm-Vayk_Vayots_Dzor_Province.html"
"Tebriz Hotel Nakhchivan","Agoda.com","AMD 16,965","26 reviews","Free Wifi","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g2423148-d6215948-Reviews-Tebriz_Hotel_Nakhchivan-Naxchivan_Nakhchivan.html"
"Shushan B&B","Expedia.com","AMD 6,250","12 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2135874-d8682464-Reviews-Shushan_B_B-Yeghegnadzor_Vayots_Dzor_Province.html"
"Hotel Gladzor","Expedia.com","AMD 62,500","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2135874-d10810140-Reviews-Hotel_Gladzor-Yeghegnadzor_Vayots_Dzor_Province.html"
"Hotel Arpa","Booking.com","AMD 40,833","31 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2135874-d2095171-Reviews-Hotel_Arpa-Yeghegnadzor_Vayots_Dzor_Province.html"
"Guesthouse Vera","Expedia.com","AMD 18,306","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2135874-d12977502-Reviews-Guesthouse_Vera-Yeghegnadzor_Vayots_Dzor_Province.html"
"Noravank's Hotel","Booking.com","AMD 712","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2435003-d12666041-Reviews-Noravank_s_Hotel-Areni_Vayots_Dzor_Province.html"
"KHACHI TAK Guesthouse","Booking.com","AMD 11,992","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2435003-d12730951-Reviews-KHACHI_TAK_Guesthouse-Areni_Vayots_Dzor_Province.html"
"Areni Wine Art","Booking.com","AMD 6,742","14 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2435003-d10470600-Reviews-Areni_Wine_Art-Areni_Vayots_Dzor_Province.html"
"Guest House Bella","Booking.com","AMD 14,158","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2435003-d13418660-Reviews-Guest_House_Bella-Areni_Vayots_Dzor_Province.html"
"Vayots Dzor Tourism Center & Hotel","Booking.com","AMD 9,492","3 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2711288-d3870850-Reviews-Vayots_Dzor_Tourism_Center_Hotel-Vayk_Vayots_Dzor_Province.html"
"Lilvaldalux","Hotels.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711288-d7249783-Reviews-Lilvaldalux-Vayk_Vayots_Dzor_Province.html"
"Parvani Hotel","Booking.com","AMD 16,658","0 reviews","","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2711288-d5857896-Reviews-Parvani_Hotel-Vayk_Vayots_Dzor_Province.html"
"Arma Hotel","Booking.com","AMD 14,167","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2711288-d12457000-Reviews-Arma_Hotel-Vayk_Vayots_Dzor_Province.html"
"Guest House Topaz","Booking.com","AMD 17,308","0 reviews","Free Wifi","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g2711288-d9773584-Reviews-Guest_House_Topaz-Vayk_Vayots_Dzor_Province.html"
"Dina","Booking.com","AMD 12,121","8 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1055321-d6163758-Reviews-Dina-Sisian_Syunik_Province.html"
"Azoyan Holiday Resort Hotel","Booking.com","AMD 10,000","9 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1055321-d7067782-Reviews-Azoyan_Holiday_Resort_Hotel-Sisian_Syunik_Province.html"
"Karin's B&B","Expedia.com","AMD 29,083","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1055321-d15237424-Reviews-Karin_s_B_B-Sisian_Syunik_Province.html"
