"name","Provider","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","Link","Price_AMD","Price_USD"
"New-Regence","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10030882-Reviews-New_Regence-Yerevan.html",10833,22
"Noy Hostel Yerevan","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13359376-Reviews-Noy_Hostel_Yerevan-Yerevan.html",4992,10
"Shamrock Hostel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13446727-Reviews-Shamrock_Hostel-Yerevan.html",1179,2
"R&K","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d14002102-Reviews-R_K-Yerevan.html",7990,17
"Shara Talyan 8/2 Guest House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15295689-Reviews-Shara_Talyan_8_2_Guest_House-Yerevan.html",8333,17
"Solibri","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7712080-Reviews-Solibri-Yerevan.html",30000,62
"Sona B&B","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6966492-Reviews-Sona_B_B-Yerevan.html",10000,21
"Sunshine Guest House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15327202-Reviews-Sunshine_Guest_House-Yerevan.html",9790,20
"Tatev Hostel & Hotel","Booking.com",0,"1","1","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15676977-Reviews-Tatev_Hostel_Hotel-Yerevan.html",11992,25
"Tunn Kilikio","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d14985760-Reviews-Tunn_Kilikio-Yerevan.html",21990,45
"Welcome Apt. by AVS at 17 Buzand","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15810407-Reviews-Welcome_Apt_by_AVS_at_17_Buzand-Yerevan.html",29158,60
"Radiance2 Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13949515-Reviews-Radiance2_Hostel-Yerevan.html",3325,7
"Boris's Family's Bed & Breakfast","ibis",54,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d950379-Reviews-Boris_s_Family_s_Bed_Breakfast-Yerevan.html",24750,51
"DownTown Hostel","Expedia.com",63,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d3784108-Reviews-DownTown_Hostel-Yerevan.html",29750,61
"Best Eastern Hotel Yerevan","Expedia.com",17,"1","0","0","1","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d308344-Reviews-Best_Eastern_Hotel_Yerevan-Yerevan.html",33913,70
"The Ivory","Marriott Hotels",9,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9721756-Reviews-The_Ivory-Yerevan.html",36000,74
"Premium Hotel","Expedia.com",6,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13285458-Reviews-Premium_Hotel-Yerevan.html",42393,88
"Arzni Sanatorium","Expedia.com",10,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6475446-Reviews-Arzni_Sanatorium-Yerevan.html",40000,83
"State University Guest House","Expedia.com",15,"0","0","0","0","0","0","1","https://www.tripadvisor.com/Hotel_Review-g293932-d2290225-Reviews-State_University_Guest_House-Yerevan.html",33413,69
"Light Wings Hostel & Tours","Booking.com",3,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12688198-Reviews-Light_Wings_Hostel_Tours-Yerevan.html",30000,62
"Studio Guest House","Expedia.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16667555-Reviews-Studio_Guest_House-Yerevan.html",20779,43
"Magnoliya Butik-Hostel","Booking.com",1,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13414751-Reviews-Magnoliya_Butik_Hostel-Yerevan.html",17156,35
"Best Eastern Arma Hotel","Booking.com",3,"0","1","0","0","0","0","1","https://www.tripadvisor.com/Hotel_Review-g293932-d308333-Reviews-Best_Eastern_Arma_Hotel-Yerevan.html",7492,15
"Villa des Roses Hotel","Expedia.com",4,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2658500-Reviews-Villa_des_Roses_Hotel-Yerevan.html",24104,50
"Home Hostel","Booking.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6550940-Reviews-Home_Hostel-Yerevan.html",19911,41
"Sva Hotel","Booking.com",1,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d5983834-Reviews-Sva_Hotel-Yerevan.html",19911,41
"International Hostel Yerevan","Booking.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6681360-Reviews-International_Hostel_Yerevan-Yerevan.html",19911,41
"Hotel Terjan","Booking.com",1,"0","1","0","1","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d308342-Reviews-Hotel_Terjan-Yerevan.html",19911,41
"Raffik's B&B","Booking.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2136573-Reviews-Raffik_s_B_B-Yerevan.html",19911,41
"Dom Moskvy","Booking.com",1,"0","1","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7184938-Reviews-Dom_Moskvy-Yerevan.html",19911,41
"Orange Hotel","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d3228963-Reviews-Orange_Hotel-Yerevan.html",19911,41
"Hotel Petak","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d4263358-Reviews-Hotel_Petak-Yerevan.html",19911,41
"Guest House on Aigestana","Hotels.com",2,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12145249-Reviews-Guest_House_on_Aigestana-Yerevan.html",19911,41
"Karson Hostel","Hotels.com",3,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7198588-Reviews-Karson_Hostel-Yerevan.html",19911,41
"Afina Hotel","Hotels.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10682113-Reviews-Afina_Hotel-Yerevan.html",19911,41
"Alnur Hostel Armenia","Hotels.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15352887-Reviews-Alnur_Hostel_Armenia-Yerevan.html",19911,41
"Amanz Homestay","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15339193-Reviews-Amanz_Homestay-Yerevan.html",19911,41
"Apartment Pavstos Byuzand 53-55","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16818182-Reviews-Apartment_Pavstos_Byuzand_53_55-Yerevan.html",19911,41
"The Ark Tours & Accommodation Armenian Hostel","Hotels.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13438577-Reviews-The_Ark_Tours_Accommodation_Armenian_Hostel-Yerevan.html",19911,41
"Arvasar","Hotels.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7626542-Reviews-Arvasar-Yerevan.html",19911,41
"As Hostel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12440134-Reviews-As_Hostel-Yerevan.html",19911,41
"B&B Sunset","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d3514269-Reviews-B_B_Sunset-Yerevan.html",19911,41
"Bridge Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15221276-Reviews-Bridge_Hostel-Yerevan.html",45000,93
"Caravan Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12072039-Reviews-Caravan_Hotel-Yerevan.html",19608,41
"Cascade Palace Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6204807-Reviews-Cascade_Palace_Hotel-Yerevan.html",22742,47
"Chastny BnB","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8640066-Reviews-Chastny_BnB-Yerevan.html",6658,14
"Christina Plaza","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10123163-Reviews-Christina_Plaza-Yerevan.html",7500,15
"Cottage at Arshakunyants Ave.","Booking.com",0,"0","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12964744-Reviews-Cottage_at_Arshakunyants_Ave-Yerevan.html",17708,37
"Cozy room in provence style","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g13109039-d15326968-Reviews-Cozy_room_in_provence_style-Kasakh_Yerevan.html",41658,86
"5. Element Hostel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12455033-Reviews-5_Element_Hostel-Yerevan.html",17992,37
"""G"" Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8785941-Reviews-G_Hotel-Yerevan.html",4983,10
"Golden Second Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d3284430-Reviews-Golden_Second_Hotel-Yerevan.html",28667,59
"Guesthouse Paradise","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7257556-Reviews-Guesthouse_Paradise-Yerevan.html",17354,36
"Haven","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15615243-Reviews-Haven-Yerevan.html",11553,24
"Honey Hostel","Agoda.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15078645-Reviews-Honey_Hostel-Yerevan.html",16542,34
"The Hostel City","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15217820-Reviews-The_Hostel_City-Yerevan.html",22500,46
"Hostel Discovery","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10452876-Reviews-Hostel_Discovery-Yerevan.html",20339,42
"Hostel Heaven","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15352994-Reviews-Hostel_Heaven-Yerevan.html",18333,38
"Hostel Hostell","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9793413-Reviews-Hostel_Hostell-Yerevan.html",35417,73
"Hotel Avetis","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2388111-Reviews-Hotel_Avetis-Yerevan.html",22400,46
"Hotel Merien","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d14968845-Reviews-Hotel_Merien-Yerevan.html",20667,43
"The Modern Place by J","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13988025-Reviews-The_Modern_Place_by_J-Yerevan.html",10833,22
"Nice big apartment In Center","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16867962-Reviews-Nice_big_apartment_In_Center-Yerevan.html",25500,53
"Nice Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10289803-Reviews-Nice_Hotel-Yerevan.html",7500,15
"Nuri Hostel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12315586-Reviews-Nuri_Hostel-Yerevan.html",45000,93
"Sedrakyan's Guest House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d1784714-Reviews-Sedrakyan_s_Guest_House-Yerevan.html",10825,22
"SV Hostel","Expedia.com",0,"1","1","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2048975-Reviews-SV_Hostel-Yerevan.html",65783,136
"SV Hotel Complex","Expedia.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6963176-Reviews-SV_Hotel_Complex-Yerevan.html",36651,76
"Technical Center-Academy","Hotels.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2442927-Reviews-Technical_Center_Academy-Yerevan.html",19911,41
"Toscana Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9812286-Reviews-Toscana_Hotel-Yerevan.html",19911,41
"Envoy Hostel and Tours","Booking.com",363,"1","1","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d595944-Reviews-Envoy_Hostel_and_Tours-Yerevan.html",41658,86
"Villa Delenda","Booking.com",90,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d1903421-Reviews-Villa_Delenda-Yerevan.html",17000,35
"Penthouse Hotel & Hostel","Expedia.com",98,"1","1","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d1988128-Reviews-Penthouse_Hotel_Hostel-Yerevan.html",107724,223
"Anahit Stepanyan's B&B","Booking.com",82,"1","1","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2694256-Reviews-Anahit_Stepanyan_s_B_B-Yerevan.html",9990,21
"Hin Yerevantsi Hotel","Booking.com",66,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d3410830-Reviews-Hin_Yerevantsi_Hotel-Yerevan.html",20625,43
"Areve Residence Boutique Hotel","Booking.com",26,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12135475-Reviews-Areve_Residence_Boutique_Hotel-Yerevan.html",15000,31
"Sweet Home Hostel","Booking.com",30,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8310924-Reviews-Sweet_Home_Hostel-Yerevan.html",20000,41
"Grammy Hostel","Booking.com",52,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2695368-Reviews-Grammy_Hostel-Yerevan.html",21250,44
"Cascade Hostel & Tours","Booking.com",40,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6553208-Reviews-Cascade_Hostel_Tours-Yerevan.html",29167,60
"Apricot Hostel","Booking.com",33,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6557585-Reviews-Apricot_Hostel-Yerevan.html",22500,46
"Hostel Sun Ray","Booking.com",12,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11737516-Reviews-Hostel_Sun_Ray-Yerevan.html",21367,44
"Theatre Hostel","Booking.com",91,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d1568148-Reviews-Theatre_Hostel-Yerevan.html",22400,46
"Parev Doon","Booking.com",20,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2200845-Reviews-Parev_Doon-Yerevan.html",22000,45
"Tsirani ApartHotel","Booking.com",14,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7993885-Reviews-Tsirani_ApartHotel-Yerevan.html",20583,43
"Feel Inn Hostel","Booking.com",14,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8039152-Reviews-Feel_Inn_Hostel-Yerevan.html",24575,51
"Armenia Hostel","Booking.com",25,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d3869569-Reviews-Armenia_Hostel-Yerevan.html",11667,24
"2x2 Cinema-Bar Hotel","Booking.com",11,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7318900-Reviews-2x2_Cinema_Bar_Hotel-Yerevan.html",25000,52
"My Corner Hostel","Expedia.com",19,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6585117-Reviews-My_Corner_Hostel-Yerevan.html",65783,136
"Sunny Holidays Hostel & Tours","Booking.com",8,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13813784-Reviews-Sunny_Holidays_Hostel_Tours-Yerevan.html",27119,56
"Arm Hostel","Booking.com",18,"1","1","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10052301-Reviews-Arm_Hostel-Yerevan.html",13260,27
"Youth Hostel","Booking.com",7,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12527985-Reviews-Youth_Hostel-Yerevan.html",24992,52
"Hotel House","Booking.com",23,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d2224576-Reviews-Hotel_House-Yerevan.html",15000,31
"Mister Hostel","Booking.com",5,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7762068-Reviews-Mister_Hostel-Yerevan.html",16667,34
"Holiday Hostel","Booking.com",27,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9769958-Reviews-Holiday_Hostel-Yerevan.html",21240,44
"Praha Hotel","Booking.com",9,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9603327-Reviews-Praha_Hotel-Yerevan.html",30667,63
"5th Floor Guests House Yerevan","Booking.com",5,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12360073-Reviews-5th_Floor_Guests_House_Yerevan-Yerevan.html",17708,37
"Zebra Art Hostel","Booking.com",5,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9553412-Reviews-Zebra_Art_Hostel-Yerevan.html",9167,19
"City Center Hostel","Booking.com",3,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8493459-Reviews-City_Center_Hostel-Yerevan.html",18200,38
"The Rooms Hostel Yerevan","Booking.com",2,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13854775-Reviews-The_Rooms_Hostel_Yerevan-Yerevan.html",20825,43
"Familia","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12616581-Reviews-Familia-Yerevan.html",10825,22
"LeMarz Hostel","Booking.com",1,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10540941-Reviews-LeMarz_Hostel-Yerevan.html",20833,43
"Torosyans' Guesthouse","Booking.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10350134-Reviews-Torosyans_Guesthouse-Yerevan.html",31667,65
"Sleep Studio - Female Only","Expedia.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12634719-Reviews-Sleep_Studio_Female_Only-Yerevan.html",25453,53
"Extreme Excite Hostel And Travel","Expedia.com",2,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15053095-Reviews-Extreme_Excite_Hostel_And_Travel-Yerevan.html",83121,172
"Compote","Expedia.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d14013442-Reviews-Compote-Yerevan.html",63589,131
"Best Hostel","Booking.com",18,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7710601-Reviews-Best_Hostel-Yerevan.html",10833,22
"B1 Hostel","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12989412-Reviews-B1_Hostel-Yerevan.html",14990,31
"Hotel Arar","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9727591-Reviews-Hotel_Arar-Yerevan.html",13450,28
"CJ Hostel and Tours","Expedia.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15217871-Reviews-CJ_Hostel_and_Tours-Yerevan.html",7397,15
"Nacho Apart Hotel","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d14158180-Reviews-Nacho_Apart_Hotel-Yerevan.html",16538,34
"Avant Garde Hotel","Expedia.com",2,"1","0","0","1","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6402212-Reviews-Avant_Garde_Hotel-Yerevan.html",34913,72
"Bellagio Hotel Complex","Booking.com",3,"1","0","0","0","0","0","1","https://www.tripadvisor.com/Hotel_Review-g293932-d3616714-Reviews-Bellagio_Hotel_Complex-Yerevan.html",17708,37
"Apartments at Pushkin Street","Booking.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6681712-Reviews-Apartments_at_Pushkin_Street-Yerevan.html",9167,19
"GS Hotel","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12483499-Reviews-GS_Hotel-Yerevan.html",18200,38
"Aleppo Hotel","Booking.com",3,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7891055-Reviews-Aleppo_Hotel-Yerevan.html",11667,24
"Tora Palace","Booking.com",9,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d5488907-Reviews-Tora_Palace-Yerevan.html",9583,20
"Sochi Plaza Hotel","Booking.com",11,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d5857692-Reviews-Sochi_Plaza_Hotel-Yerevan.html",10075,21
"Grant Villa","Booking.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13284143-Reviews-Grant_Villa-Yerevan.html",30000,62
"Hostel Out Of Dreams","Booking.com",2,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12394042-Reviews-Hostel_Out_Of_Dreams-Yerevan.html",13325,28
"Old Yerevan Hostel","Booking.com",5,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8493688-Reviews-Old_Yerevan_Hostel-Yerevan.html",19167,40
"White House Hotel","Booking.com",1,"1","0","0","0","0","0","1","https://www.tripadvisor.com/Hotel_Review-g293932-d3640491-Reviews-White_House_Hotel-Yerevan.html",15750,33
"Ask House","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11630031-Reviews-Ask_House-Yerevan.html",15417,32
"Friendship Hostel & Tours 2","Booking.com",1,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13329847-Reviews-Friendship_Hostel_Tours_2-Yerevan.html",20825,43
"Guest House Komitas","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13085144-Reviews-Guest_House_Komitas-Yerevan.html",20000,41
"Like Home","Booking.com",2,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13204130-Reviews-Like_Home-Yerevan.html",20250,42
"NUR Hotel","Booking.com",28,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d3596324-Reviews-NUR_Hotel-Yerevan.html",19325,40
"Roomer Hotel","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9459953-Reviews-Roomer_Hotel-Yerevan.html",9992,21
"Paronyan Hostel","Booking.com",3,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12669770-Reviews-Paronyan_Hostel-Yerevan.html",9158,19
"Bliss","Booking.com",2,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12681255-Reviews-Bliss-Yerevan.html",3988,8
"Hostel Inn","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8493168-Reviews-Hostel_Inn-Yerevan.html",9658,20
"Andrievskie Family House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12514320-Reviews-Andrievskie_Family_House-Yerevan.html",20825,43
"Anush House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16803586-Reviews-Anush_House-Yerevan.html",12500,26
"Apartment Arami (New Building)","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15751581-Reviews-Apartment_Arami_New_Building-Yerevan.html",14990,31
"Apartment in Yerevan","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16867196-Reviews-Apartment_in_Yerevan-Yerevan.html",8158,17
"Apartments Emili","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16821458-Reviews-Apartments_Emili-Yerevan.html",16667,34
"3/3 Appart Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15639048-Reviews-3_3_Appart_Hotel-Yerevan.html",9990,21
"Armeniainn","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13376306-Reviews-Armeniainn-Yerevan.html",23333,48
"Armino Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15217747-Reviews-Armino_Hostel-Yerevan.html",9908,20
"Aura Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7257619-Reviews-Aura_Hotel-Yerevan.html",14875,31
"Avenue Guest House","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8733895-Reviews-Avenue_Guest_House-Yerevan.html",12492,26
"B&B Aida Yerevan","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12996023-Reviews-B_B_Aida_Yerevan-Yerevan.html",7990,17
"Bungalo Inn","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7608569-Reviews-Bungalo_Inn-Yerevan.html",24148,50
"Carota Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11778868-Reviews-Carota_Hostel-Yerevan.html",20825,43
"Comfort Hostel","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13302528-Reviews-Comfort_Hostel-Yerevan.html",16538,34
"David's Guest House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10164341-Reviews-David_s_Guest_House-Yerevan.html",18030,37
"EcoTourism Armenia","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8128405-Reviews-EcoTourism_Armenia-Yerevan.html",13450,28
"Antarayin Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8337672-Reviews-Antarayin_Hotel-Yerevan.html",20250,42
"The Ark Tours & Accommodation Yerevan","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13164230-Reviews-The_Ark_Tours_Accommodation_Yerevan-Yerevan.html",11700,24
